alter_name,copyright_year,description,duration,genre,high,img,low,medium,name,origin,id
Bãi Mìn,2015,"
                  Land of Mine (Under Sandet): Tháng 5/1945, nước Đức đầu hàng. Hai triệu quả mìn đã chôn dưới cát, dọc theo bờ biển phía tây Đan Mạch sẽ được tháo gỡ. Một phần của công việc chết người này do một nhóm tù binh Đức nhỏ tuổi thực hiện, dưới sự chỉ huy trung sĩ Đan Mạch Carl Leopold Rasmussen (Roland Møller). Từ bấy lâu nay, lòng căm thù quân Đức đã ăn sâu vào lòng người Đan Mạch - và sâu trong Carl, người đã cho phép mình trút cơn mưa giận dữ xuống tù binh Đức, cho đến khi một sự cố bi thảm xảy ra khiến anh ta thay đổi quan điểm ... Trong phim người trung sĩ và cậu tù binh (Louis Hofman ) đã diễn xuất khá hay - cả hai cùng đoạt giải “Nam diễn viên xuất sắc nhất” trong Liên hoan phim Tokyo 2015
                ",100 phút,"Tâm Lý,Chiến Tranh",,http://static.tamnhinso.info/posters/land_of_mine.jpg,,,Land of Mine,Khác,185
Mãi Nhớ,2015,"
                  Câu chuyện kể về Hayama Takashi là học sinh năm 3 cao trung. Cậu trúng tiếng sét ái tình với Oribe Azusa và họ bắt đầu hẹn hò. Một ngày nọ, Azusa nói với Takashi, “Những ai gặp mình đều sẽ quên mình chỉ sau vài tiếng đồng hồ.” Takashi không tin lời Azusa nói, nhưng một lần tình cờ cậu nhận ra mình đã quên Azusa. Vì vậy, để không quên cô, Takashi bắt đầu để lại ghi chép cho mình và Azusa…
                ",92 phút,Tâm Lý,,http://static.tamnhinso.info/posters/forget_me_not.jpg,https://lh3.googleusercontent.com/rDMO4xH0T-W9ZQXWvSGEHE35gwuOqcZLelIYFSKPFsvIPBh-9fN47JPHw1k8k2HQVbTqa9WpuNNGTH3IRuV9Stl-j_-zdz2L3ypnwEXjlbHJpivGPHepUWnFFBd4ab8T_YxIi1tcNTU=m18,https://lh3.googleusercontent.com/rDMO4xH0T-W9ZQXWvSGEHE35gwuOqcZLelIYFSKPFsvIPBh-9fN47JPHw1k8k2HQVbTqa9WpuNNGTH3IRuV9Stl-j_-zdz2L3ypnwEXjlbHJpivGPHepUWnFFBd4ab8T_YxIi1tcNTU=m22,Forget Me Not,Nhật Bản,186
Câm Lặng,2016,"
                  Một cô nhà văn (Madison ""Maddie"" Young) bị câm điếc từ năm 13 tuổi, lui về sống một cuộc sống ẩn dật trong rừng, bỗng nhiên một tin nhắn gữi đến cho cô với những bức ảnh sinh hoạt hằng ngày của mình. Đó là lúc cô nhận ra mình không đơn độc và thấy mối nguy hiểm đang rình rập xung quanh...
                ",81 phút,"Kinh Dị,Giật Gân",,http://static.tamnhinso.info/posters/hush.jpg,https://lh3.googleusercontent.com/g10CjlJ8klnqo7xc9xjfwu7xYcy2OBtLzOmd0nU5oo7e8bf1X6C3sjw0pY3MAAGx8pWbo5MhBYomMWymlW__SYiT9Zr5ZNgWiHPRbU-1618iRnkb-_fjL33zeEjaJhBrwUU093l0kEY=m18,https://lh3.googleusercontent.com/g10CjlJ8klnqo7xc9xjfwu7xYcy2OBtLzOmd0nU5oo7e8bf1X6C3sjw0pY3MAAGx8pWbo5MhBYomMWymlW__SYiT9Zr5ZNgWiHPRbU-1618iRnkb-_fjL33zeEjaJhBrwUU093l0kEY=m22,Hush,Mỹ,187
Bí Mật Địa Đạo,2016,"
                  Câu chuyện bắt nguồn từ việc 3 người bạn là Lưu Ba (Trần Khôn), Từ Đông và Vương Bình Xuyên cùng góp vốn mở một quán lẩu tại Trùng Khánh. Trong quá trình mở rộng diện tích quán lẩu, họ bất ngờ phát hiện được kho bạc trong đường hầm của một công ty tài chính. Bạn học cũ của họ là Tiểu Huệ (Bạch Bách Hà) tình cờ bị cuốn vào câu chuyện tranh đoạt, khi mà băng cướp đeo mặt nạ tấn công kho bạc, băng cướp uy hiếp tính mạng của cô. Số tiền cuối cùng sẽ về tay ai?
                ",94 phút,"Giật Gân,Thuyết minh",https://lh3.googleusercontent.com/390ZYc39Lu0GINdczPrVo7haAFDyPSMh-imgldtkzovLPfmPd6AZkvUFIip3Oq-aybdxyPax8UW12w0fXw-7ZX0ti32CtlerAE4l0ho-V34THaauBjkTRzmcfWYzd0_lZQ52caLglt0=m37,http://static.tamnhinso.info/posters/chongqing_hot_pot.jpg,https://lh3.googleusercontent.com/390ZYc39Lu0GINdczPrVo7haAFDyPSMh-imgldtkzovLPfmPd6AZkvUFIip3Oq-aybdxyPax8UW12w0fXw-7ZX0ti32CtlerAE4l0ho-V34THaauBjkTRzmcfWYzd0_lZQ52caLglt0=m18,https://lh3.googleusercontent.com/390ZYc39Lu0GINdczPrVo7haAFDyPSMh-imgldtkzovLPfmPd6AZkvUFIip3Oq-aybdxyPax8UW12w0fXw-7ZX0ti32CtlerAE4l0ho-V34THaauBjkTRzmcfWYzd0_lZQ52caLglt0=m22,Chongqing Hot Pot,Hồng Kông,188
Những Ngày Cuối Ở Việt Nam,2014,"
                  Bộ phim Last Days In Vietnam là câu chuyện bên lề về cuộc chiến thống nhất Việt Nam, xoay quanh bối cảnh Sài Gòn những ngày cuối tháng 4.1975. Giữa lúc quân đội miền Nam Việt Nam đang suy yếu, trong khi quân đội miền Bắc Việt Nam đang tiến sát Sài Gòn. 
Giữa tình thế ấy, một số nhà ngoại giao và sĩ quan Mỹ còn sót lại đã phải đưa ra một quyết định vô cùng khó khăn: hoặc tuân thủ lệnh từ Nhà Trắng chỉ di tản công dân Mỹ, hoặc chống lại lệnh cấp trên, liều mình ở lại để giúp các công dân Việt Nam..
                ",98 phút,"Chiến Tranh,Tài Liệu",,http://static.tamnhinso.info/posters/last_days_in_vietnam.jpg,,,Last Days in Vietnam,Mỹ,189
Vương Quốc Loài Ếch 2,2016,"
                  Nội dung phim
Kể từ khi cuộc chiến tranh cuối cùng con rắn ếch, ếch nước đã trở lại sống trong hòa bình và thịnh vượng. Tuy nhiên, những ngày hòa bình không kéo dài lâu, sự kiện kỳ lạ tại vương quốc ếch xảy ra. Một thảm họa sắp xảy đến nằm rải rác xung quanh ếch nước, truyền thuyết về ""Ngọc Ếch"" được lan truyền trong cộng đồng...
                ",83 phút,Hoạt Hình,,http://static.tamnhinso.info/posters/the_frog_kingdom_2__sub_zero_mission.jpg,,,The Frog Kingdom 2: Sub-Zero Mission,Trung Quốc,190
Tình Yêu Thời Chiến,2015,"
                  Phim lấy bối cảnh là cuộc đảo chính ở Chilê vào năm 1973. Cặp tình nhân người Đức - Lena (Watson) và Daniel (Bruhl) - bị vướng vào những cuộc bạo động dẫn đến sự lật đổ chính quyền của tổng thống Salvador Allende. Daniel bị bắt bởi lực lượng cảnh sát mật của nhà độc tài Augusto Pinochet. Trong quá trình tìm kiếm người yêu, Lena dừng chân tại một khu vực bị phong tỏa có tên gọi Colonia Dignidad, do nhà truyền giáo Paul Schäfer đứng đầu. Không lâu sau đó, cô phát hiện ra rằng đây chính là một trại giam và tra tấn mà hễ đã bước vào thì không thể nào thoát ra.
                ",110 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/colonia_.jpg,,,Colonia,Mỹ,191
Những Kẻ Mộng Mơ,2003,"
                  Paris năm 1968. Trong khi hầu hết các sinh viên đang xuống đường trong ""cuộc cách mạng"" tháng Năm, Theo và Isabelle là một cặp sinh đôi trai gái của một nhà thơ Pháp, cùng với Matthew, một sinh viên Mỹ du học mới quen bị cuốn hút vào những thú vui khác...
                ",115 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/the_dreamers.jpg,,,The Dreamers,Anh,192
Những Người Khốn Khổ,2012,"
                  Những Người Khốn Khổ kể câu chuyện cảm động của những giấc mơ tan vỡ, tình yêu không được đáp trả, niềm đam mê, sự hy sinh và chuộc tội - ""một bản di chúc vượt thời gian cho sự sống còn của tinh thần con người"". Jean Valjean, một cựu tù nhân khổ sai đang cố chuộc lại lỗi lầm trong quá khứ để khẳng định bản chất lương thiện. Ngoài ra, Jean Valjean luôn phải trốn chạy sự săn đuổi của tay thanh tra tàn nhẫn Javert. Jean Valjean gặp Fantine khi cô hấp hối và nhận lời nuôi con gái của Fantine - Cosette...
                ",158 phút,"Tình Cảm,Tâm Lý,Âm Nhạc",,http://static.tamnhinso.info/posters/les_mis_rables.jpg,,,Les Misérables,Mỹ,193
Bakuman,2015,"
                  ""Hai người chúng tôi sẽ trở thành mangaka đứng đầu JUMP"". Đó là ước mơ lớn lao của hai học sinh cấp 3 về tương lai manga của JUMP.
Mashiro Moritaka (Saikou- Satoh Takeru đóng) sở hữu tài năng vẽ tranh xuất sắc, Takagi Akito (Shuujin, Ryunosuke Kamiki đóng) sở hữu tài năng viết truyện, cả hai đều có niềm đam mê với manga từ bé.

Và nhờ có tình cảm với cô bạn cùng lớp Azuki Miho (Nana Komatsu đóng) mà Saikou quyết tâm bước đi trên con đường mangaka chuyên nghiệp cùng với Shuujin.

Được Hattori của phòng biên tập đánh giá cao, 2 cậu bắt đầu sáng tác manga chuyên nghiệp cho JUMP, với tiêu chí ""Tình bạn- Nỗ lực- Chiến thắng"".

Dần dần, trong quá trình vẽ manga, họ gặp gỡ các đối thủ mới, vừa đối đầu, vừa nảy sinh tình bạn.

Đặc biệt với sự xuất hiện của Niizuma Eiji (Shota Sometani đóng), một thiên tài manga đúng nghĩa cũng đang vươn đến vị trí số 1 của JUMP, càng thúc đẩy cả hai trên con đường chinh phục.
Nhưng vị trí ấy chỉ có một, liệu rồi hai người có thể đạt đến đỉnh cao ấy của JUMP không? ""Tình bạn- Nỗ lực- Chiến thắng"" rồi sẽ về đâu? Hãy cùng xem nhé!
                ",119 phút,"Hài Hước,Học Đường",,http://static.tamnhinso.info/posters/bakuman.jpg,https://lh3.googleusercontent.com/jlvbPBCYwvnlvWAhohQBosaLXlzq0SkVHWA7386Pee0wcE2oLHqKLA271m1BbuSog1GVoXpqrsa4ShGIw_wyhgPqfd7nRitx9RNb5jWaLQDcczydxSWGWeIHexkdLn5ICFOteP2MdQ=m18,https://lh3.googleusercontent.com/jlvbPBCYwvnlvWAhohQBosaLXlzq0SkVHWA7386Pee0wcE2oLHqKLA271m1BbuSog1GVoXpqrsa4ShGIw_wyhgPqfd7nRitx9RNb5jWaLQDcczydxSWGWeIHexkdLn5ICFOteP2MdQ=m22,Bakuman,Nhật Bản,194
Cuộc Phiêu Lưu Của Blinky Bill,2015,"
                  Phim Cuộc Phiêu Lưu Của Blinky Bill - Blinky Bill The Movie 2015: Một chú gấu koala nhỏ dấn thân vào cuộc hành trình đầy nguy hiểm ở Úc với hy vọng tìm lại được người cha mất tích của mình.
                ",93 phút,Hoạt Hình,,http://static.tamnhinso.info/posters/blinky_bill_the_movie.jpg,,,Blinky Bill The Movie,Khác,195
Phòng 2046,2004,"
                  Tiếp nối câu chuyện ở phần 1 (In the Mood for Love). Năm 1966, Châu từ Singapore trở lại Hồng Kông. Anh viết bài cho một tờ báo để kiếm sống. Buổi tối Giáng Sinh 24 tháng 12 năm 1966, Châu gặp lại một người bạn cũ – Lulu, trong một hộp đêm. Lulu uống quá say và Châu đưa cô ta về nhà, căn phòng cô trọ số 2046. Hôm sau khi Châu trở lại khách sạn để trả chìa khóa thì ông chủ nói rằng không có ai tên Lulu ở đó. Châu quyết định trọ lại khách sạn và lấy căn phòng 2047. Lulu đã biến mất một cách bí ẩn.
                ",129 phút,"Viễn Tưởng,Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/2046.jpg,,,2046,"Trung Quốc,Hồng Kông",196
Ngài Hoàn Hảo,2015,"
                  Câu chuyện về cô gái Martha McKay (Anna Kendrick  thủ vai) đã đem lòng yêu anh chàng Francis (Sam Rockwell thủ vai), còn có biệt danh là Mr. Right (Ngài hoàn hảo). Chuyện tình yêu tưởng chừng như đơn giản nhưng thật sự anh ta là một sát thủ đang chạy trốn khõi các băng đảng đang truy sát mình...
                ",90 phút,"Hành Động,Hài Hước,Tình Cảm",,http://static.tamnhinso.info/posters/mr__right.jpg,,,Mr. Right,Mỹ,197
Kỳ Nghỉ Kinh Hoàng,2016,"
                  Kì Nghỉ Kinh Hoàng ( Holidays) là bộ phim xoay quanh câu truyện về một chuỗi các phim đưa những điều đặc biệt đen tối vào những ngày nghỉ phố biến và được yêu thích nhất bằng việc thách thức phong tục tập quán, truyền thống và đạo giáo. Thể loại kinh dị , xen lẫn âm thanh rùng rợn, tạo cho người xem sợ hãi nhưng vẫn thu hút người xem. Phim nói về những kì ngĩ trong năm, lễ tình nhân, lễ giáng sinh, lễ năm mới...và những sự việc sẽ xảy ra, những việc ghê sợ luôn xảy ra, và xảy ra ngày càng nhiều hơn, làm cho mọi người rất sợ hải, họ phải làm gì để thoát khỏi những ám ảnh này đây? Làm sao để chống lại một thế lực đen tối và ngày càng mạnh mẽ đây.
                ",105 phút,Kinh Dị,,http://static.tamnhinso.info/posters/holidays.jpg,,,Holidays,Mỹ,198
Con Đường Đến Địa Ngục,2015,"
                  Phim Con Đường Đến Địa Ngục - Baskin 2016: Một đội cảnh sát bước vào cổng địa ngục khi họ vô tình tham gia buổi lễ cầu nguyện Sa-tăng trong một tòa nhà bỏ hoang.
                ",97 phút,Kinh Dị,,http://static.tamnhinso.info/posters/baskin.jpg,,,Baskin,Khác,199
Bản Năng Tình Dục,2012,"
                  Một nhóm người ở New York kết nối mối quan hệ với nhau trong những cuộc truy hoan.
                ",88 phút,"Hài Hước,Tình Cảm",,http://static.tamnhinso.info/posters/30_beats.jpg,,,30 Beats,Mỹ,200
Chuyện Tình Nàng Sappho,2008,"
                  Bối cảnh phim xảy ra vào những năm 1920, cô con gái của nhà triệu phú Sappho Lovell về hưởng tuần trăng mật trên đảo Lesbos thuộc Hy Lạp, cùng với vị hôn phu. Tại hòn đảo nhỏ này ,cô đã quen với cô bạn Helene, con của một nhà khảo cổ người Nga và được biết về tên Sappho của mình với câu chuyện của thi sĩ xa xưa . Những khám phá mới ảnh hưởng đến cô ngay tức khắc cùng với sự thúc đẩy của Helene. Cô đã tự tạo ra những khúc mắc giữa 2 cô gái và một chàng trai qua ảo tưởng về người Lesbian đầu tiên của đảo Lesbos chính là cô, là Sappho của huyền thoại.
                ",88 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/sappho.jpg,,,Sappho,Khác,201
Mầm Sống,2015,"
                  Thế giới của Faith đảo lộn khi cô phát hiện ra người bố yêu quý của mình sắp qua đời. Cô phát hiện ra huấn luyện viên của mình đứng đầu một hội phù thủy được thành lập nhiều thế kỉ trước sử dụng trái của một cây Cherry cổ để thực hiện nghi lễ cứu sống những người đã và sắp chết. Đồng ý đổi mạng sống của bố mình bằng một đứa trẻ, Faith đột nhiên phát hiện mình mang thai và tốc độ phát triển của đứa bé rất điên rồ. Faith và bố của mình phải cùng nhau đấu tranh để cứu lấy mạng sống của cả hai...
                ",85 phút,Kinh Dị,,http://static.tamnhinso.info/posters/cherry_tree.jpg,,,Cherry Tree,Mỹ,202
Lão Vệ Sĩ,2016,"
                  Phim The Bodyguard xoay quanh câu chuyện về Đinh Hổ (do Hồng Kim Bảo thủ vai) – một vệ binh già đã nghỉ hưu và giờ đây lựa chọn cuộc sống ẩn dật ở một ngôi làng nhỏ là nơi tiếp giáp của ba đất nước Trung Quốc, Nga và Triều Tiên. Đang phải trải qua giai đoạn đầu của chứng mất trí, tại đây, ông đã kết bạn với Tiểu Xuân Hoa – một bé gái xinh xắn đáng yêu nhưng tính mạng đang bị đe doạ sau khi cha của cô bé là Lý Chính Cửu (do Lưu Đức Hoa thủ vai) có dính lứu tới giới xã hội đen đang hoạt động trong vùng. Sau khi hai cha con Xuân Hoa và Chính Cửu đột ngột biến mất, người vệ binh già đã phải cố gắng lục tìm trong trí nhớ những kỹ năng đang ngày càng mai một với hi vọng có thể cứu lấy mạng sống của người bạn nhỏ của mình…
                ",90 phút,Thuyết minh,,http://static.tamnhinso.info/posters/the_bodyguard.jpg,https://lh3.googleusercontent.com/p38pYB_fsgdwbk0NmzMLnhi_wa-OoNjtROVQhsFbVsfIGsXFoOJ3zUomjTOFEPE9MVazCE_f5JoieTqMfZMkZKfTYYhDVDtU7vvtQ0a07sDlJKuNH23eLpSY07aaY7XQz9JlaABOLzQ=m18,https://lh3.googleusercontent.com/p38pYB_fsgdwbk0NmzMLnhi_wa-OoNjtROVQhsFbVsfIGsXFoOJ3zUomjTOFEPE9MVazCE_f5JoieTqMfZMkZKfTYYhDVDtU7vvtQ0a07sDlJKuNH23eLpSY07aaY7XQz9JlaABOLzQ=m22,The Bodyguard,Trung Quốc,203
Cô Gái Trong Trang Sách,2015,"
                  The Girl In The Book có mạch phim khá chậm, đan xen giữa hiện tại & quá khứ. Phim kể về cuộc đời Alice Harvey từ lúc là 1 cô bé tuổi teen đến lúc trưởng thành. Từ nhỏ Alice đã mê viết sách, tình cờ quen biết Milan - 1 nhà văn tự do bạn của bố mình. Cứ ngỡ Milan luôn có ý tốt giúp mình hoàn thiện kỹ năng viết lách, ai dè cô lại bị lợi dụng để lấy chất liệu ý tưởng cho chính cuốn sách của ông, và để lại một vết thương lòng khó vượt qua. Suốt 15 năm sau Alice vẫn loay hoay tìm cách thoát khỏi cái bóng sự kiện đó. Vẫn sống dưới sự áp đặt của bố, bất công trong công việc, không có tiếng nói riêng cho mình. Cho đến khi Alice tìm được người thật sự yêu thương mình, nhận ra sự bế tắc của bản thân và chấp nhận thay đổi thì Alice mới thoát khỏi cái bóng ""The girl in the book"".
                ",86 phút,"Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/the_girl_in_the_book.jpg,,,The Girl In The Book,Mỹ,204
Cái Chết Đếm Ngược,2016,"
                  Countdown (2016): Ngôi sao của WWE Dolph Ziggler và Kane thủ vai chính trong phim hành động nghẹt thở mới nhất của WWE. Khi tên ba bị điên rồ bắt cóc một cậu bé kẻ và buộc thuốc thổ vào người cậu ta, Ray (Ziggler), bị ám ảnh bởi cái chết của con trai nhỏ của mình, bất chấp đội trưởng của mình (Kane) và tự mình quyết định mọi việc. Anh phải chạy đua với thời gian để ngăn chặn tên bắt cóc điên rồ và cứu lấy đứa trẻ vô tội.
                ",90 phút,"Hành Động,Giật Gân",,http://static.tamnhinso.info/posters/countdown.jpg,,,Countdown,Mỹ,205
Thợ Săn: Cuộc Chiến Mùa Đông,2016,"
                  Rất lâu trước khi Nữ hoàng độc ác Ravenna (Charlize Theron thủ vai) bại trận bởi lưỡi gươm của Bạch Tuyết, bà lặng lẽ quan sát em gái mình, Freya – nữ hoàng băng (Emily Blunt thủ vai), bị tổn thương bởi sự phản bội và phải rời bỏ vương quốc. Với khả năng có thể đóng băng mọi kẻ thù, Freya dành nhiều thập kỷ ở cung điện xây dựng một đội quân thợ săn, tìm kiếm kẻ thoả mãn yêu cầu: Không bao giờ yêu, trong số này có Thợ săn Eric (Chris Hemsworth thủ vai) và Nữ chiến binh Sara (Jessica Chastain thủ vai). Khi Freya biết chị gái mình đã qua đời, và bà là người duy nhất còn lại có khả năng chế ngự sức mạnh Gương thần, Freya triệu cho đội quân của mình tìm cách đem nó về nhà. Từ đây, bà khám phá ra cách hồi sinh Ravenna từ sâu thẳm trong gương, khơi dậy âm mưu trả thù loài ngoài bằng quyền năng đen tối khủng khiếp hơn bao giờ hết. Hy vọng mong manh cho thế giới huyền ảo này giờ chỉ còn biết đặt trong tay những người thợ săn đã bị trục xuất.
                ",114 phút,"Hành Động,Phiêu Lưu",,http://static.tamnhinso.info/posters/the_huntsman__winter_s_war.jpg,https://lh3.googleusercontent.com/fPqClWIktXbeh_d9ee3t3dp-VolU4MouMZLeVeB6jOcZhZgWyx1gxTR-li0NbCb_jAhQLzkdrFF1hgz2wc8j6thJwmEtBK8mEzbvJmYKqXJFN1sNgX5iEWJk0juPlgSBamg2ek74xyk=m18,https://lh3.googleusercontent.com/fPqClWIktXbeh_d9ee3t3dp-VolU4MouMZLeVeB6jOcZhZgWyx1gxTR-li0NbCb_jAhQLzkdrFF1hgz2wc8j6thJwmEtBK8mEzbvJmYKqXJFN1sNgX5iEWJk0juPlgSBamg2ek74xyk=m22,The Huntsman: Winter's War,Mỹ,206
Cậu Bé Người Sói,2012,"
                  Phim kể về một câu chuyện cảm động từ nhiều năm trước. Một cô gái đáng yêu vô tình cùng gia đình chuyển đến vùng quê, nơi mà số phận đã sắp đặt cho cô gặp được chàng trai vô cùng kỳ lạ - anh mang hình dáng con người nhưng sống như một loài sói. Từng ngày họ sống bên nhau, trải qua quãng thời gian đẹp nhất của đời mình, từng bước cảm nhận và chạm vào tim của đối phương. Để rồi sau cùng, vì muốn cứu lấy cuộc sống của người sói khi cậu ấy liều mình để có thể được ở bên cô, cô chấp nhận ra đi và để lại cho anh một lời hứa: ""Đợi em nhé. Em sẽ quay trở lại vì anh.""
                ",122 phút,"Viễn Tưởng,Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/a_werewolf_boy.jpg,https://lh3.googleusercontent.com/s_tK3yH-nfsQy5XpdARBs_VAHrJudWMJlkAvKuwU_c0G0nVLUOFdbzfgF1Qm8xyfR8RnS8vXad1nrFs8t_HP1qg5XLlOempjKf5l3l54Gtkp_FTd8v4R_OPA7qW3MNCjMgRwh_ZxpQ=m18,https://lh3.googleusercontent.com/s_tK3yH-nfsQy5XpdARBs_VAHrJudWMJlkAvKuwU_c0G0nVLUOFdbzfgF1Qm8xyfR8RnS8vXad1nrFs8t_HP1qg5XLlOempjKf5l3l54Gtkp_FTd8v4R_OPA7qW3MNCjMgRwh_ZxpQ=m22,A Werewolf Boy,Hàn Quốc,207
Lưỡi Dao Rỉ Máu,2016,"
                  Nhà mới, hôn nhân mới, một đứa trẻ sắp chào đời - mọi thứ đều có vẻ hoàn hảo với Sarah. Nhưng khi Sarah và Matt mời bạn mình đến dự tiệc, buổi tiệc trở nên chết chóc khi họ vào trong một nhà tù đã bị thiêu rụi trong một chuyến đi săn ma...
                ",82 phút,Kinh Dị,,http://static.tamnhinso.info/posters/bleed.jpg,,,Bleed,Mỹ,208
Người Tình Nguy Hiểm 3,2015,"
                  Câu chuyện về Aditya và Siya Singh, những người điều khiển công việc làm ăn của gia đình sau cái chết thương tâm của anh trai Aditya - Vikram. Một doanh nhân tên Saurav Singhania bỗng dưng xuất hiện trong cuộc đời họ. Saurav rất có nhã hứng với công ty của Aditya, trao cho họ lời đề nghị không thể tin được. Aditya và Siya cố gắng tìm hiểu ý định thực sự của Saurav. Cuộc trả thù tình ái đưa người xem qua mọi khung bậc của các mối quan hệ, yêu - căm ghét - báo thù.
                ",126 phút,,,http://static.tamnhinso.info/posters/hate_story_3.jpg,,,Hate Story 3,Ấn Độ,209
Khu Rừng Tự Sát,2016,"
                  Chuyện phim theo chân cô gái trẻ người Mỹ Sara (Natalie Dormer) trong hành trình tìm hiểu chuyện đã xảy ra với em gái song sinh của mình, người đã mất tích một cách bí ẩn tại Nhật Bản. Cuộc điều tra của Sara dẫn dắt cô đến với khu rừng Aokigahara huyền thoại. Mặc cho lời cảnh báo phải “đi đúng đường mòn”, Sara vẫn dấn thân vào chốn hoang vu và rơi vào một thế giới đen tối huyền hoặc nơi những linh hồn giận giữ vì bị giam cầm quay sang săn đuổi những kẻ dám đặt chân vào lãnh địa của chúng…
                ",93 phút,Kinh Dị,,http://static.tamnhinso.info/posters/the_forest_.jpg,,,The Forest,Mỹ,210
Robo Trái Cây: Cuộc Đào Thoát Vĩ Đại,2015,"
                  Câu chuyện xảy ra ở một hàng hoa quả trong thị trấn nhỏ vùng nông thôn. Chủ nhân của cửa hàng này là một cậu bé mắc bệnh nặng nhưng vẫn rất yêu đời và nhiệt tình. Ở thị trấn nhỏ này đột nhiên xuất hiện một lũ chuột đáng ghét, chúng phá phách làm loạn mọi ngõ ngách thị trấn. Cậu bé này đã cùng với ROBO trái cây- Cam Lưu Hương dẫn dắt dân làng Hoa quả đấu tranh ác liệt với bọn chuột và thoát ra khỏi sự khống chế của chúng...
                ",97 phút,"Hoạt Hình,Gia Đình",,http://static.tamnhinso.info/posters/fruity_robo__the_great_escape.jpg,,,Fruity Robo: The Great Escape,Trung Quốc,211
Trò Chơi Sinh Tử,2015,"
                  Một nhà thầu người Mỹ tỉnh giấc giữa một cánh rừng. Kẻ bắt cóc yêu cầu mật khẩu, nhưng vấn đề là: Nếu anh ta đưa mật khẩu hoặc không cũng sẽ phải chết...
                ",87 phút,"Kinh Dị,Giật Gân",,http://static.tamnhinso.info/posters/hangman_s_game.jpg,,,Hangman's Game,Mỹ,212
Người Máy Tình Dục,2016,"
                  Câu chuyện về hành trình hài hước của hai thanh niên mọt sách chán nản trong chuyện chăn gối tình cờ phát hiện ra một búp bê tình dục sống...
                ",86 phút,"Viễn Tưởng,Hài Hước",,http://static.tamnhinso.info/posters/hot_bot.jpg,,,Hot Bot,Mỹ,213
Hậu Cung,2008,"
                  Là những năm đầu của triều đại Chosun, bộ phim xoay quanh ba nhân vật: Hwa Yeon, con gái của một tướng quân đương triều, người đã chấp nhận tiến cung để bảo vệ người yêu. Kwon Yoo, người đàn ông luôn bị giằng xé giữa tình yêu và thù hận. 

Vua Seong Won với tình yêu đầy đam mê nhục dục với Hwa Yeon dù có biết bao cung tần vây quanh. Trong cái thế giới bị chi phối bởi quyền lực, ba nhân vật chính lặn lội trong cuộc chiến tình, quyền và thù. Cho đến cuối cùng điều gì sẽ thắng? Nhấn mạnh vào tấn bi kịch của triều đại và hoàng cung, 

The Concubine mang đến khán giả một cái nhìn toàn diện về cuộc chiến chốn thâm cung, nơi mà dục vọng, lòng ham muốn và sự tham lam của con người luôn ngự trị, đồng thời, những âm mưu đáng sợ đối với ngai vàng cũng được thể hiện một cách sinh động và đầy lôi cuốn.
                ",133 phút,"Cổ Trang,Tâm Lý",,http://static.tamnhinso.info/posters/the_concubine.jpg,,,The Concubine,Hàn Quốc,214
Mỹ Nhân Natalie,2010,"
                  Natalie là tên gọi một tác phẩm điêu khắc thể hiện nét đẹp của một mỹ nữ. Nhưng thân phận người phụ nữ xinh đẹp có vẫn còn là một ẩn số. Natalie được trưng bày tại buổi triển lãm nghệ thuật của nhà điêu khắc đại tài Hwang Jun Hyuk. Trong ngày cuối cùng triển lãm, Jun Hyuk đã tiết lộ cho nhà phê bình nghệ thuật Jang Min Woo về mối tình nóng bỏng đầy đam mê với cô người mẫu vốn là sinh viên múa hiện đại Oh Mi Ran. Nhưng dường như những kí ức về Oh Min Ran của Hwang Jun Hyuk và Jang Min Woo hoàn toàn khác biệt nhau… Phim có nội dung người lớn, cân nhắc khi xem!!!
                ",90 phút,Tâm Lý,,http://static.tamnhinso.info/posters/natalie.jpg,,,Natalie,Hàn Quốc,215
Khu Rừng Chết,2015,"
                  Phim Khu Rừng Chết - The Hallow (The Woods) 2015: Một gia đình chuyển đến sống ở Ireland và họ phải chống lại những con quỷ đang sống ở trong khu rừng.
                ",97 phút,Kinh Dị,,http://static.tamnhinso.info/posters/the_woods__the_hallow__.jpg,,,The Woods (The Hallow),Mỹ,216
Đợt Tấn Công Thứ 5,2016,"
                  Bốn cuộc tấn công trước đó đã khiến càng ngày có nhiều người chết và làm cho Trái Đất ngày càng trở nên suy tàn. Trong sự sợ hãi và mất lòng tin, Cassie đang phải chạy trốn và tuyệt vọng, cô cố gắng tìm cách cứu em trai của mình. Khi cuộc tấn công thứ 5 sắp diễn ra, Cassie đã thành lập 1 đội với 1 chàng trai trẻ, người mà cô có thể hy vọng để có thể cứu được em trai mình...
                ",112 phút,"Hành Động,Viễn Tưởng,Chiến Tranh,Kinh Dị,Phiêu Lưu,Thuyết minh",,http://static.tamnhinso.info/posters/the_5th_wave.jpg,,,The 5th Wave,Mỹ,217
